product_id,review_id,user_id,review_title,review_content
B096MSW6CT,R27OK7G99VK0TR,AHC7MPW55DOO6WNCOQVA2VHOD26A,Good,Product
B096MSW6CT,R207CYDCHJJTCJ,AFDI6FRPFBTNBG7BAEB7JDJSMKDQ,Worth for money,Very nice product
B096MSW6CT,R3PCU8XMU173BT,AFQKCEEEKXCOHTDG4WUN3XPPHJQQ,Working nice,Working well
B096MSW6CT,R1IMONDOWRNU5V,AHKUUFNMBZIDLSSPA4FEHIO2EC7Q,it's a really nice product,It's a really nice product
B08HDJ86NZ,R3EEUZKKK9J36I,AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,Good product,Good product
B08HDJ86NZ,R3HJVYCLYOY554,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,Good one,long wire
B08HDJ86NZ,REDECAZ7AMPQC,AH725ST5NW2Y4JZPKUNTIJCUK2BA,Nice,Charges good
B08HDJ86NZ,R1CLH2ULIVG5U3,AHV3TXIFCJPMS4D5JATCEUR266MQ,Really nice product,Nice
B08HDJ86NZ,R2DMKIBGFKBD6R,AGWIGDEMFIIUAOXYY2QATNBSUGHA,Very first time change,I bought this cable for Rs.339 worthy product for this price
B08HDJ86NZ,RC89B5IAJUTR5,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,Good, i tested it in various charger adapters 33w and 18w it supports fast charging as well.
B08HDJ86NZ,R3B3DDON5FH8DS,AGAKDNBHY2FKX7I4ACRGILU7QL7A,Fine product but could be better,Good
B08HDJ86NZ,R13WAEJDI5RS36,AFNWJUWJRHCC6HN52KMG5AKZY37Q,Very nice it's charging like jet,Ok
B08CF3B7N1,R1BP4L2HH9TFUP,AE3Q6KSUK5P75D5HFYHCRAOLODSA,As good as original,Bought this instead of original apple
B08CF3B7N1,R16PVJEXKV6QZS,AFUGIFH5ZAFXRDSZHM4QB2KPKFUQ,Decent, does the work for 150rs
B08CF3B7N1,R2UPDB81N66T4P,AFK4NJOLFSJGWLOJIUIAROJF6YVA,Good one for secondary use, not as fast as apple charger but its a good option if you want cheap and good product
B08CF3B7N1,R3KK4GT934ST3I,AFUOTYRFUXVPEBGIXVZZ7DR3CZUA,Best quality, bought it for iPad pro 10.5 and it's working flawlessly
B08CF3B7N1,RCFHMWUSBIJO,AFDLRSXKDZ6U3U3KD46SQLFGZQRA,GOOD, build quality is ok
B08CF3B7N1,RDO7DACXMAJ84,AH5VLM66SIK7J3IRG4NY7XVOQ55A,Amazing product at a mind blowing price!, its not like i am gonna hang my clothes on it and i want a very strong cable
B08CF3B7N1,R3A6MEZL3LY66Z,AE3MQNNHHLUHXURL5S7IAR7JTGNQ,Nice Quality, even a braided cable stop working after a year
B08CF3B7N1,R1ESIEKPGAYA29,AFSEOFZY67MYC7UAJU264Z5NFTLA,Good product, i have used both Anker and Apple store strong braided cable they all stop working after a year so please don't buy high end cables just for that instead choose a this one and even if it's stops working withing a year you only loose 150rs compares to 2000rs.UPDATE------------------------------------pin has stopped charging from one side
B08Y1TFSP6,R7S8ANNSDPR40,AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,It's pretty good,It's a good product.
B08Y1TFSP6,R3CLZFLHVJU26P,AGRVINWECNY7323CWFXZYYIZOFTQ,Average quality,Like
B08Y1TFSP6,RFF7U7MPQFUGR,AHBAT6VLOXWGYDL57KHCNCLPXAKA,very good and useful usb cable,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer
B08Y1TFSP6,R1MV1NKC23DWPI,AF7NDY2H6JVYTSQOZP76GCATQ34Q,Good USB cable. My experience was very good it is long lasting,https://m.media-amazon.com/images/I/51112ZRE-1L._SY88.jpg
B08Y1TFSP6,R11D3U0V2XKDKF,AFV7ZA733ZLME4KNLZPMPCBUNPPA,Good,Good
B08Y1TFSP6,R18MP1KLUE18PC,AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,Nice product and useful,Nice product and useful product
B08Y1TFSP6,RWGJNVEH5ZQME,AH2WGV2PEBUTICRPBEEVKF24G5LA,-,-
B08Y1TFSP6,R1XN72FU6Q37IH,AEP4MK3EKOBDKTGPJTRN5RBDIODA,Sturdy but does not support 33w charging,Sturdy but does not support 33w charging
B08WRWPM22,R8E73K2KWJRDS,AG7C6DAADCTRQJG2BRS3RIKDT52Q,Long durable.,Build quality is good and it is comes with 2 year warranty.
B08WRWPM22,RSD0JTIIWQQL8,AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,good,Good Product
B08WRWPM22,R64CRSTE9SLW1,AER5ZGIXXVYG3AWZTRZT7M2BYCEA,Does not charge Lenovo m8 tab,Bought it for charging my mobile & tab but it doesn't work for Lenovo m8 tab
B08WRWPM22,R2FRTNIIUFJE1F,AHE76XQSOLGOP5ZEKTIW6KUPDWBQ,Best charging cable,Guys this cable is is best compare of everyone over heat protection
B08WRWPM22,RWGNX3W7UOJ7W,AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q,good, quickly charging
B08WRWPM22,R32TYHHODHTF5D,AHNM2XVU745EDPNGUOAG74PTSNRA,Boat, but chance to shock circuit
B08WRWPM22,RQL9ZMQUTY7P2,AH5RWQ4S72IVLZD6O75OPCFIVDXQ,Product was good,good
B08WRWPM22,R280XJ5VZUBOXV,AG322TYKVPLPBDXE7ABEUK5QTALQ,1.5 m ?? ???? ???? ??? ???? ?? ??????? ?? ?,Nice
B08DDRGWTJ,R2X090D1YHACKR,AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,Worth for money - suitable for Android auto,Worth for money - suitable for Android auto... my purpose served in car....got it for Rs.150
B08DDRGWTJ,R32ZCIH9AFNJ60,AF74RSGCHPZITVFSZN76K6GKPICA,Good Product,Everything is Okay. But packaging is not good feeling like seller gave is used cable.
B08DDRGWTJ,R3N57EVVG0EHAF,AHDD7ZNB47QA2JLYU53HD4ML3VNQ,Length,Good product
B08DDRGWTJ,R3QWLE8JHROKC1,AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,Nice,Good product but cost is more.
B08DDRGWTJ,R2VTSDOOUTSQ5X,AEJU4L3ZM2GTILSJZZSNSF6VUOIA,Original,Original cable
B08DDRGWTJ,R3E6FZ75Q074KH,AFVD66VQMSHPDT3A6HBBBGKRXBZA,Very good quay Cable support fast charging.,I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.
B08DDRGWTJ,R1SYBQLTPFCW20,AELKHQXVSSG6NHXLFJLLNEFRQQUQ,Original MI cable for charging upto 33 watt,Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.
B08DDRGWTJ,RYQT96J8HPIXE,AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,I am veri happy with this product as it provide turbo charging.,It provided me turbo charging. I recommend for all Redmi note 10s mobile phones. As it provide turbo charging. I am veri happy with this product.
B008IFXQFU,R1LW6NWSVTVZ2H,AGV3IEFANZCKECFGUM42MRH5FNOA,Works on linux for me. Get the model with antenna.,I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22
B008IFXQFU,R3VR5WFKUS15C5,AEBO7NWCNXKT4AESAN443HQH35FQ,Does what it say but other brands available at lesser price, it worked out of the box in both
B008IFXQFU,R2F6GC79OYWUKQ,AE7GD3VRRYQEAHDR7FXJIR23INYA,Easy Handle, didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.
B008IFXQFU,R3QZ19MECGWG9A,AHPAW24BI5X2GCX5M2LHI72VSJJQ,Great product,The wifi dongle is a simple plug & play device
B008IFXQFU,R2MPU42MYK7GPO,AE2VXY4CFO36MDSIMPG43XHNF4GA,Perfect working, will start catching available networks right after you plug it into your USB port
B008IFXQFU,R33DVXFB4VYPZZ,AHHQEKUNVETALN7DTRHUQ2WAWEKQ,Speed is perfect, no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing
B008IFXQFU,R1SQ7OGFR4JRUR,AFMIFTNTUD5PIHGONWOTRMMZ5EBA,Great Design, hence a star less.
B008IFXQFU,R1S5F9QI0M1VBZ,AHOJBIZVVIIFJKRREY4B6ESVA4KA, Build,Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times
B082LZGK39,RGIQEG07R9HS2,AECPFYFQVRUWC3KGNLJIOREFP5LQ,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.
B082LZGK39,R1SMWZQ86XIN8U,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging
B082LZGK39,R2J3Y1WL29GWDE,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,Super cable,Value for money
B082LZGK39,RYGGS0M09S3KY,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,As, with extra length??
B082LZGK39,R17KQRUTAN5DKS,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,Good quality,Good
B082LZGK39,R3AAQGS6HP2QUK,AEPSWFPNECKO34PUC7I56ITGXR6Q,Good product, working fine
B082LZGK39,R1HDNOG6TO2CCA,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,its good,Product quality is good
B082LZGK39,R3PHKXYA5AFEOU,AH4QT33M55677I7ISQOAKEQWACYQ,Good quality for the price but one issue with my unit,Good
B08CF3D7QR,R11MQS7WD9C3I0,AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,Good for fast charge but not for data transfer,The cable is efficient in fast charging but in quick data transfer. Overall fine.
B08CF3D7QR,R2AKH69XQY8BY4,AGTTU64JMX722LYCN3SOWLFPKPAQ,Good cable compares to local the brand.,I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.
B08CF3D7QR,R8GBOLYUN5UP6,AFWD4ZTM7473CDWARHCDQKK73MTA,good but doesnt last,i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design
B08CF3D7QR,R1AYVO4R25KJTA,AEXCQM3FDLX3YL3UJWWUIAIUJT4A,Good product,Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter
B08CF3D7QR,R1HT6XM787V7FV,AHUKYUWRUVRTB3IQGISXWTSPAWLQ,Good Product, Car charger
B08CF3D7QR,R339XJL1GMKHA3,AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,Good and worth it, USB
B08CF3D7QR,R175VFSB2A32HG,AFM5JL37WY7G6MLQUI4WAXUJME7Q,very good material quality charging speed is 15 watt,The product is really good at affordable price.
B08CF3D7QR,R35T9LXYBSP09G,AFECO24WYFOU2KL7C3DMHTEHRU7Q,Not a fast charger,Good and fast charging
B0789LZTCJ,R3EEUZKKK9J36I,AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,Good product,Good product
B0789LZTCJ,R3HJVYCLYOY554,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,Good one,long wire
B0789LZTCJ,REDECAZ7AMPQC,AH725ST5NW2Y4JZPKUNTIJCUK2BA,Nice,Charges good
B0789LZTCJ,R1CLH2ULIVG5U3,AHV3TXIFCJPMS4D5JATCEUR266MQ,Really nice product,Nice
B0789LZTCJ,R2DMKIBGFKBD6R,AGWIGDEMFIIUAOXYY2QATNBSUGHA,Very first time change,I bought this cable for Rs.339 worthy product for this price
B0789LZTCJ,RC89B5IAJUTR5,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,Good, i tested it in various charger adapters 33w and 18w it supports fast charging as well.
B0789LZTCJ,R3B3DDON5FH8DS,AGAKDNBHY2FKX7I4ACRGILU7QL7A,Fine product but could be better,Good
B0789LZTCJ,R13WAEJDI5RS36,AFNWJUWJRHCC6HN52KMG5AKZY37Q,Very nice it's charging like jet,Ok
B07KSMBL2H,R1FKOKZ3HHKJBZ,AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,It's quite good and value for money,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.
B07KSMBL2H,R2WNMZI1EXTA0H,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,Works well,Initial impressions: works as said
B07KSMBL2H,RCA1M3W4RIXUR,AE3O6366WGEQAANKJ76QETTUQQTQ,Hdmi cable, glad I didnt go for cheaper options (not that its too costly) just plug and play. Will update if it screws up
B07KSMBL2H,R3BKCLL6D7ZLIX,AEQIJCPWSBCDKUO5VROXXHWX3PPA,Value for money,The hdmi cable is good to watch movie
B07KSMBL2H,REVSR0ILY3547,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,All good,sports and its gives better quality while connecting your laptop with TV and play ??.I loved it
B07KSMBL2H,R15W5KMQB95IV5,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,Gets the job done,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.
B07KSMBL2H,R10PB68FRUHT5V,AH77IQRYD54XCRMCO7XEAIAYCLPA,Delivery was good,All good
B07KSMBL2H,R3TLCE9JSBU3UP,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,This one was my need to purchase,It's the best HDMI cable at this price range. No problems yet. Just go for it !!
B085DTN6R2,R1QETDIPRCX4S0,AGUAYQHARAKR2VZTRP276KAGETKQ,Works,Definitely isnt as good as the original cord but works. Fast charging and pretty sturdy
B085DTN6R2,RARQYQ8POOFA9,AFKTST2773VUOKUHE7FCR6QCAURQ,Nice Product,Worth it
B085DTN6R2,R952F931MCOR5,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,Fast Charging as original,So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didnt expected much but for my surprise
B085DTN6R2,R3LLDHV3WXED9C,AEHQYGI5L4FFALBMC5XMT5KXSZCA,Good for data transfer, this cable actually works and has fast charging. JUST GO FOR IT
B085DTN6R2,R282YHZ5A4GMY4,AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,Average. Cost effective,Felt quite sturdy
B085DTN6R2,R34W3B1C7RP98Q,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,Good quality, the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app
B085DTN6R2,R1467F9VL3DLSY,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,Great Product, all my data including whatsapp data was transferred successfully. Satisfied with performance.
B085DTN6R2,R3KLQRR1UM44JG,AHT4JDEYWRIQGCA2WAQJ6E2POHCQ,Nice,Just good
B09KLVMZ3B,R20XIOU25HEX80,AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it
B09KLVMZ3B,R2X55FA2EEUEYM,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,Worked well for 6 six months thats it,Worked well for six months thats it
B09KLVMZ3B,R393Z224NBTDLN,AE642RIGZIT2VPQJOLNUZ34QVWJQ,Compatible with Apple iPad 2nd generation and charging very well., now its stopped working
B09KLVMZ3B,R3Q4ZCHWSAQD5B,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,CABLE, now planning to buy one more because the price has come down to 150
B09KLVMZ3B,R1AE3A4NSVM9SC,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.
B09KLVMZ3B,R2U1YAAZE07I1V,AGKLZ4SUHAU47KJXDVHBBEWJODUA,Not a fast charging cable,Product is super
B09KLVMZ3B,R36NVL58WQ7D64,AHESCOYXLCXB56F4JO45X4CZQCYA,Good item. Value,I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.
B09KLVMZ3B,R1E7GPZ569TBIZ,AGGHDE6KFZHEDUDJBD5R27AYMEWA,Amazing product and value for money,Takes 5-6 hours to charge full.
B083342NKJ,R2JPQNKCOE10UK,AGSGSRTEZBQY64WO2HKQTV7TWFSA,Good product,I like it ????
B083342NKJ,RQI80JG2WZXNF,AEYD5HVYAJ23CR6PTWOOIKUOIDHA,using this product 8months It is done  I have not faced any problem so far,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.
B083342NKJ,R2LYZ4CUWPMUJN,AFRMNW6TDHDZBP2UHF2K3MEAEYUA, its build quality best,350 might be a little expensive but physically its so good. Feels premium. But power limitation is there it is not suitable for fast charging.
B083342NKJ,R2ITEDC9KOCY3N,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,Very strong and support fast charging ,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61WnvIUaIwL._SY88.jpg
B083342NKJ,R31OMS6DNMI7M,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,Nice cable,Very good quality and good durability
B083342NKJ,R2DCFXQMUNO93L,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,Best data cable charging fast,Overall good but need some improvement...
B0B6F7LX4C,R13UTIA6KOF6QV,AHEVOQADJSSRX7DS325HSFLMP7VQ,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv
B0B6F7LX4C,R2UGDZSGFF01K7,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved
B0B6F7LX4C,RHHIZ45VYU5X6,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.
B0B6F7LX4C,R14N9HBE5EIUY0,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.
B0B6F7LX4C,R2WMW096T9Y0OU,AELX4DI77ZHURZTDLYFU7XMP7R6Q,Good quality,https://m.media-amazon.com/images/I/61spXDbojZL._SY88.jpg
B0B6F7LX4C,R1SHIIE6M72825,AE2ODWBBOBD2SITDDIEJ644OSRFQ,Great experience everything is fantastic ??,Greater then ever
B0B6F7LX4C,R22P6BE9DBME4F,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,Super picture quality and sound quality,Good quality
B0B6F7LX4C,R2TEINENXTIHT2,AGGRC2P6M43GDEWCAHGYAILCSKTQ,Awesome,Good ??
B082LSVT4B,RGIQEG07R9HS2,AECPFYFQVRUWC3KGNLJIOREFP5LQ,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.
B082LSVT4B,R1SMWZQ86XIN8U,AGYYVPDD7YG7FYNBXNGXZJT525AQ,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging
B082LSVT4B,R2J3Y1WL29GWDE,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,Super cable,Value for money
B082LSVT4B,RYGGS0M09S3KY,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,As, with extra length??
B082LSVT4B,R17KQRUTAN5DKS,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,Good quality,Good
B082LSVT4B,R3AAQGS6HP2QUK,AEPSWFPNECKO34PUC7I56ITGXR6Q,Good product, working fine
B082LSVT4B,R1HDNOG6TO2CCA,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,its good,Product quality is good
B082LSVT4B,R3PHKXYA5AFEOU,AH4QT33M55677I7ISQOAKEQWACYQ,Good quality for the price but one issue with my unit,Good
B08WRBG3XW,R2BP8Y5OJXKJLF,AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,Good for charging and Data transfer,Check for offera before buying
B08WRBG3XW,R218813TNRHNSY,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,??????,18w charging cable
B08WRBG3XW,R2PQNCTR8TQCT4,AFLIHOX2HH7S2OJAD63UAHKMY34Q,Fantastic!,Awesome cable!Charging
B08WRBG3XW,R3FI11UEJC9ZOJ,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,Good, data transfer and durability is simply awesome
B08WRBG3XW,R3ULCCZZHBNLA4,AFHKIURZM4R62UEXTOCZLI2FPQ6A,Not useful, and there is not a single disconnection issue
B08WRBG3XW,RELIQ4H7CYX2Q,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,Doesn't fit properly, which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy
B08WRBG3XW,R3ALQNTJN4ER9N,AG4LMDCRAAKD4U2FZ6B6N75KTHXA,Can't support Oppo mobile for fast charging, i also have boat earphones that is also awesome..??
B08DPLCM6T,R2PNR69G0BQG2F,AHBNKB74LGTYUOKPAJBSKNFV45CA,Sound quality,LG was always Good 
B08DPLCM6T,R31A0WWDEYMKEW,AFIECTV45ADX5YPTE2VU6ORRHTGQ,Very nice, correct delivery
B08DPLCM6T,R2C4XEWFLVU7JV,AFDUJI7KG7VMZF4JGJHV4DBCA4OA,Value for money, good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.
B08DPLCM6T,RYWES5AT5FQO6,AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,Good,Good videoGood vice
B08DPLCM6T,R1PGWAY5TEWLT4,AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,Good for its price.,Picture quality is awesome.
B08DPLCM6T,R32542OPR0QC4I,AEM2Y22BKLFYL5BK7SC56Q75ODOQ,Good item,Good at that price
B08DPLCM6T,R2JDJEVZ2G7EEK,AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,Budget friendly,Okay product
B08DPLCM6T,R36EHHPAQNSSOF,AFCEDQXVCB4LUUBWXRJS6KRU62FQ,Good, the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.
B09C6HXFC1,R12D1BZF9MU8TN,AFNYIBWKJLJQKY4BGK77ZOTVMORA,Good cable for car,I trust this product! Works well with car play!
B09C6HXFC1,R32MNCWO5LGFCG,AFCTNNMP2LZLY5466YJ5AY3JE5ZA,Good substitute for orginal,Very good quality and charging is fine. As good as original
B09C6HXFC1,RZU3UK8OZKD6X,AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,Better Value for money Product,Build quality is awesome
B09C6HXFC1,R3BSTKR3JUW6GY,AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,Way better than the original, best lightening cable ever seen
B09C6HXFC1,R1ARVYPXS4XPB7,AFBZMRHC4GXUU7KNAK4OBKORDF6Q,Absolutely amazing., better than a official  lightening from ?If ur looking for a cable close your eyes and go for it ?? or you can buy a (Amazon basics) one I was using that for past 3 years that a bit a cheaper side
B09C6HXFC1,R1V6GDYE2IBX8O,AHSIQL276K7X2UP72QOOOWNVRSXA,Namm hi kafi hai, I recommend both these cables had better build quality and value for money
B09C6HXFC1,R28EG2PXZTJL90,AF3D6X5NQWOBOEVVH2Y37N55AKZQ,Very good,Gr8 product overall
B09C6HXFC1,R2SQNU7OIOOLHT,AFWOTSQXCQJLZ653Y7ACEZADKGYQ,As the names say Durable cell it a durable cable ;-),Just loved it
B085194JFL,R1GYK05NN6747O,AEO5FHWNOSFBT554DKQAG4ICBGFQ,Good product ; Average Finishing,This connector has provided as a boon for my old Samsung LCD monitor and I am proactively using that monitor as the 2nd screen just if the finishing of the product can be improved then it would be a better purchase option.
B085194JFL,R1J21BZ29NGQF9,AGIQ5Y7Q4MKZ542KKVFZLAIZV6GQ,Save it purpose well without any issue. I am satisfied,Save it purpose well without any issue. I am satisfied
B085194JFL,R16JCHEILBYOMW,AFD53TWXXCPJAYQJ7REZPW34AKKQ,No issues,Working fine
