product_id,product_name,category_1,category_2,category_3,category_4,category_5,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299.0,799.0,0.63,4.2,94363.0,"The boAt rugged cable features our special toughest polyethylene braided jacket and this unique jacket provides greater protection than anything else you have seen in its class. Round Cable|Extra tough polyethylene terephthalate cable skin ensures 10000 plus bend lifespan, stress and stretch resistance|The boAt rugged Micro USB cable is compatible with most android smartphones, windows phone, tablets, PC peripherals and other micro USB compatible devices|2.4A rapid charge, fast data transmission and rapid speed to sync your device at the speed up to 480mbps|boAt rugged micro USB cable offers a perfect 1.5 meters in length, optimized for an easy use for your comfort at home or office|2 years warranty from the date of purchase",https://m.media-amazon.com/images/I/41SDfuK7L2L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Rugged-Extra-Tough-Unbreakable-Braided/dp/B0789LZTCJ/ref=sr_1_13?qid=1672909124&s=electronics&sr=1-13
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,219.0,700.0,0.69,4.4,426973.0,"Flexible, lightweight HDMI cable for connecting media devices to playback display such as HDTVs, projectors, and more|Compatible with Blu-Ray players, computers, Apple TV, Roku, cable, PS4, Xbox One, and other HDMI-compatible devices|Solid copper conductors and full metal jacket shielding for durability and high-performance connectivity|Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC) and meets the latest HDMI standards|Supports bandwidth up to 18Gbps and is backwards compatible with earlier versions|Includes a 3 foot cable",https://m.media-amazon.com/images/I/41nPYaWA+ML._SY300_SX300_.jpg,https://www.amazon.in/AmazonBasics-Flexible-HDMI-Cable-3-Foot/dp/B07KSMBL2H/ref=sr_1_14?qid=1672909124&s=electronics&sr=1-14
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,350.0,899.0,0.61,4.2,2262.0,"[20W PD FAST CHARGING]-Its supports 20W PD quick charge protocol, charge up to 50% in around 30 minutes. It is ideal for charging your USB type c enabled devices at maximum speed|[USB-C to 8 Pin Cable]- Its offer rapid charging and syncing between USB Type-C and 8 Pin enabled devices. Safe charging at up to 3A is ensured by high-standard components|[MORE DURABLE]- This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using|[FLEXIBLE CORD]- The Cable uses nylon Braided + Metal Housing material to make sure that the life of the cable is enhanced significantly. It is 4mm extra thick slim 1.2meter long|[UNIVERSAL COMPATIBILITY]-Charge for all Type C USB connectivity devices including MacBook 12 inch, Nexus 5x, Nexus 6p, OnePlus 2, pixel c, Lumia 950, Lumia 950 xl, Nokia n1, etc",https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_15?qid=1672909124&s=electronics&sr=1-15
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,159.0,399.0,0.6,4.1,4768.0,"[CHARGE & SYNC FUNCTION]- This cable comes with charging & Data sync function|[HIGH QUALITY MATERIAL]- TPE + Nylon Material to make sure that the life of the cable is enhanced significantly|[LONG CORD]- The Cable is extra thick 1.2 meter long, optimized for an easy use for your comfort at home or office|[MORE DURABLE]-This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using|[UNIVERSAL COMPATIBILITY]- Compatible with all devices like iPhone XS, X, XR, 8, 7, 6S, 6, 5S, iPad Pro, iPad mini and iPad Air",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R08zLK69L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1401-Charging-Function/dp/B09KLVMZ3B/ref=sr_1_16?qid=1672909124&s=electronics&sr=1-16
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,349.0,399.0,0.13,4.4,18757.0,1M Long Cable. Usb 2.0 (Type A)|Toughened Joints|Strong And Sturdy|Country Of Origin: China|6 Months Warranty,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gaP7qpBNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Mi-Braided-USB-Type-C-Cable/dp/B083342NKJ/ref=sr_1_17?qid=1672909124&s=electronics&sr=1-17
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,249.0,399.0,0.38,4.0,43994.0,"Compatible with all Type C enabled devices, be it an android smartphone (Mi, Samsung, Oppo, Vivo, Realme, OnePlus, etc), tablet, laptop (Macbook, Chromebook, etc)|Unbreakable  Made of special braided outer with rugged interior bindings, it is ultra-durable cable that wont be affected by daily rough usage|Ideal Length  It has ideal length of 1.5 meters which is neither too short like your typical 1meter cable or too long like a 2meters cable|Supports maximum 3A fast charging and 480 Mbps data transfer speed|6 months manufacturer warranty from the date of purchase",https://m.media-amazon.com/images/I/41d84o5-M-L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Cable/dp/B082LSVT4B/ref=sr_1_19?qid=1672909124&s=electronics&sr=1-19
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199.0,499.0,0.6,4.1,13045.0,"Type C A 325 Cable Is Designed With A Perfect 1.5 Meters In Length For Hassle Free Usage|It Dons Premium Braided Skin That Makes It Sturdy And Invincible Against External Damage With 10000+ Bends Lifespan The Cable Stays Stronger And Lasts Longer|Type C A 325 Offers Universal Compatibility With Smartphones, Tablets, Pc Peripherals, Bluetooth Speakers, Power Banks And All Other Devices With Type C Port|The Reversible Metallic Aluminium Tip Lets The User Connect Devices In A Carefree Manner|Its Flexible Design Offers The User A Tangle-Free Experience|2 years warranty from the date of purchase",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41xwPQLxTML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-A325-Tangle-Free-Charging-Transmission/dp/B08WRBG3XW/ref=sr_1_20?qid=1672909124&s=electronics&sr=1-20
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,970.0,1799.0,0.46,4.5,815.0,"Supports Ios Devices With Max Output Up To 2.4A|Up To 10, 000+ Bend And 10, 000+ Plugging And Unplugging Test Ensure This Cable A Longer Lifespan|Ensure Fast And Stable Data Transmission Up To 480 Mbps|2 Years Warranty|Compatible Designed To Work Flawlessly With Mfi Or Apple Devices, Iphone, Imac, Ipad Etc|1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TZJiPRRwL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Lightning-Certified-braided-Devices/dp/B09C6HXFC1/ref=sr_1_22?qid=1672909124&s=electronics&sr=1-22
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,279.0,499.0,0.44,3.7,10962.0,"Superior Stability: Built-in advanced Certified AG6200 IC chip converts HDMI digital signal to VGA analog signal. It is NOT a bi-directional converter and cannot transmit signals from VGA to HDMI.|Compact Design: Tizum HDMI to VGA adapter is compact & lightweight which makes it easy to carry, travel friendly and also saves space on your desk helping it keep clutter free.|High Definition Image Quality: The HDMI male to VGA female converter supports resolution up to 1920x1080 60Hz (1080p Full HD) including 720p, 1600x1200, 1280x1024 for high definition monitors & projectors.|Wide Compatibility: The adapter is compatible with Computer, PC, Desktop, Laptop, Notebook, Chromebook, PS3, Xbox, Set Top Box, TV & other devices with HDMI port. Note: Does not Support Audio.|Incredible Performance: It resists corrosion & abrasion; improves signal transmission; & protects HDMI port of your device to ensure a longer lifespan",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31MIyzg8uzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Adapter-Projector-Computer-Laptop-Projectors/dp/B085194JFL/ref=sr_1_23?qid=1672909124&s=electronics&sr=1-23
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,59.0,199.0,0.7,4.0,9378.0,"Micro usb cable is 1 meter in length, optimized for easy use for your comfort at home or office, helps you to overcome distance restrictions|Durable pvc outer exterior: Pvc cables are versatile, high in tensile strength, flexible, and good conductors|Charge & sync, this usb cable can charge and data sync simultaneously at 480mbps speed, compatible with all devices with a micro usb port. Core : Tinned copper|Micro usb charging cable for android phones and any other device with micro usb port|Contact us on 1800-102-2700 or write us on support@flixaccessories.com",https://m.media-amazon.com/images/I/31qGpf8uzuL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Flix-Micro-Cable-Smartphone-Black/dp/B09NHVCHS9/ref=sr_1_25?qid=1672909125&s=electronics&sr=1-25
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,199.0,699.0,0.72,4.2,12153.0,"Latest Standard HDMI A Male to A Male Cable: Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC)|Connects Blu-ray players, Fire TV, Apple TV, PS4, PS3, Xbox One, Xbox 360, Computers, DVD Players, Set Top Box, Dish TV Box, and other HDMI-enabLED devices to TVs, displays, A/V receivers and more.Suitable For Mp3, Gaming Device, Mobile, Tablet, Laptop|Cable allows you to share an Internet connection among multiple devices without the need for a separate Ethernet cable|Meets HDMI 1.4 Standards (4K Video at 24 Hz, 2160p, 48 bit/px color depth) that supports bandwidth up to 10.2Gbps and backwards compatible with earlier versions|? Gold Plate HDMI Cable of Length: 5 Feet/ 1.8 Meters",https://m.media-amazon.com/images/I/41da4tk7N+L._SY300_SX300_.jpg,https://www.amazon.in/TIZUM-Slim-1-5m-HDMI-Cable/dp/B01M4GGIVU/ref=sr_1_27?qid=1672909125&s=electronics&sr=1-27
B094JNXNPV,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299.0,399.0,0.25,4.0,2766.0,"Blazing Charging - All combined 3 in 1 cable supports fast charging with the speed 2.1A to all your gadgets including mobiles, tablets, speakers and much more.|Ultra Durable - The cable is crafted with braided wire giving you an extra tough braided cable with 10000+ bends lifespan cycle.|Universal Compatibility - The 3 in 1 cable gives you universal compatibility with its flexible and high-quality material that comes with a USB type C connector, micro USB connector and lightning connector.|Convenient Length - The durable and flexible cable comes with an ideal length of 1.25 meter which eliminates the struggle of finding nearby switch boards.|180 days manufacturer warranty from the date of purchase.",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GeM83DzzL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Multipurpose/dp/B094JNXNPV/ref=sr_1_31?qid=1672909125&s=electronics&sr=1-31
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,970.0,1999.0,0.51,4.4,184.0,"1.2M Tangle Free durable tough braiding sync & charge cable|Supports iOS devices with max output up to 2.4A|Ensure fast and stable data transmission up to 480 Mbps|Up to 10,000+ bend and 10,000+ plugging and unplugging test ensure this cable a longer lifespan|Compatible designed to work flawlessly with MFi or apple devices, iPhone, iMac, iPad etc.|2 Years Warranty",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/4177nw8okbL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Duracell-Lightning-Certified-Braided-Charging/dp/B09W5XR9RT/ref=sr_1_32?qid=1672909125&s=electronics&sr=1-32
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299.0,999.0,0.7,4.3,20850.0,"2 meter special reversible Type-C to USB A male user-friendly design helps you insert the connector in a right way all the time|Data sync and charge for apple new MacBook 12 inch, nexus 5x, nexus 6p, OnePlus 2, pixel c, Lumia 950, Lumia 950 xl, Nokia n1, Chromebook google pixel, Asus zenphone3 and other USB-c devices|Support the maximum 3A fast charging and the speed of data sync up to 480 mbps|Aesthetically designed, aluminium ends, with high-density boAt's premium nylon braiding wrapped around the entire length of the tangle free cable for reinforcement and added durability|One end normal USB type a and other end USB type c",https://m.media-amazon.com/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/A400-Type-C-Cable-Meter-Black/dp/B077Z65HSD/ref=sr_1_33?qid=1672909125&s=electronics&sr=1-33
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199.0,750.0,0.73,4.5,74976.0,"One 9.8-foot-long (3 meters) USB 2.0 A-Male to A-Female high-speed extension cable|Extends your USB connection to your computer by 9.8 feet; for use with printers, cameras, mice, keyboards and other USB computer peripherals|Constructed with corrosion-resistant, gold-plated connectors for optimal signal clarity and shielding to minimize interference|Features shielding that provides protection against noise from electromagnetic and radio-frequency signals, keeping your signal clear with less loss of bandwidth for higher performance|Typically, the Male A connector plugs into your computer and the Female A connects to the cable you need extended|1 year limited warranty",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Fqm0bR7PL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Extension-Cable-Male-Female/dp/B00NH11PEY/ref=sr_1_34?qid=1672909125&s=electronics&sr=1-34
B09CMM3VGK,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,179.0,499.0,0.64,4.0,1934.0,"Stay ahead and never miss out with a 3A and 30W fast charging for your devices.|It supports Quick Charge 2.0/ 3.0 technology to keep your devices boosted up.|Its L-shape provides durability and comfort while you charge your favourite gadgets.|It comes with upto 60W flash charge support to make you always stay ahead.|Crafted for convenience, it allows you to charge and sync data with just one cable.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41cCZ5EPnvL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-Unbreakable-Braided-Connector/dp/B09CMM3VGK/ref=sr_1_35?qid=1672909125&s=electronics&sr=1-35
